Id,Stopname,Polsub,Xcoord,Ycoord,Turnout,Shelter,Bench,PWD
1384,Las Vegas @ Pebble (S),Clark County,-115.172557,36.02773,,1,1,1
1385,Las Vegas @ Post (N),Clark County,-115.172398,36.074489,None,1,1,1
1386,Las Vegas @ Sunset (S),Clark County,-115.172838,36.074741,None,1,1,1
1389,Las Vegas @ Russell (S),Clark County,-115.17306,36.085446,None,1,1,1
1391,Las Vegas @ Sahara (N),Las Vegas,-115.156968,36.144094,Turn Lane,1,1,1
1392,Las Vegas @ Sahara (S),Clark County,-115.158269,36.142726,Two Bus,4,4,1
1394,Las Vegas @ Shelbourne (S),Clark County,-115.17255,36.038399,None,0,1,1
1395,Las Vegas @ Convention Center (N),Clark County,-115.164016,36.133257,One Bus,2,2,1
1397,Las Vegas @ St Louis (N),Las Vegas,-115.153654,36.149105,None,1,1,1
1398,Las Vegas @ Convention Center (S),Clark County,-115.16532,36.131822,Two Bus,2,2,1
1400,Las Vegas @ Main (S),Las Vegas,-115.154667,36.148063,None,1,1,1
1401,Las Vegas @ Baltimore (N),Las Vegas,-115.155255,36.146716,None,1,1,1
1403,Las Vegas @ Treasure Island (S),Clark County,-115.171364,36.122751,Turn Lane,1,1,1
1405,Las Vegas @ Tropicana (N),Clark County,-115.172736,36.099305,Turn Lane,2,2,1
1407,Las Vegas @ Hilton Grand Vac. (N),Clark County,-115.159481,36.140246,None,2,2,1
1408,Las Vegas @ Hilton Grand Vac. (S),Clark County,-115.160519,36.139232,Turn Lane,2,2,1
1409,Las Vegas @ Wigwam (N),Clark County,-115.172186,36.03667,None,0,1,1
1410,Las Vegas @ Wigwam (S),Clark County,-115.17255,36.036147,None,1,1,1
1411,Las Vegas @ Windmill (N),Clark County,-115.172178,36.043568,None,0,0,1
1412,Las Vegas @ Blue Diamond (S),Clark County,-115.172557,36.041767,None,0,0,0
1416,Lake Mead @ D (E),Las Vegas,-115.148017,36.195603,None,1,1,1
1417,Lake Mead @ H (E),Las Vegas,-115.151054,36.195581,None,1,1,1
1418,Lake Mead @ J (E),Las Vegas,-115.155009,36.195591,None,1,1,1
1419,Lake Mead @ 5th (W),North Las Vegas,-115.134408,36.197029,None,1,1,1
1420,Lake Mead @ San Simeon (E),Las Vegas,-115.226577,36.195668,None,1,1,1
1421,Lake Mead @ Arpa (W),Las Vegas,-115.22757,36.195904,None,1,1,1
1422,Lake Mead @ Bangle (W),North Las Vegas,-115.144108,36.195879,None,1,1,1
1423,Lake Mead @ Beesley (E),Clark County,-115.039194,36.195946,None,0,0,1
1424,Lake Mead @ Belmont (W),North Las Vegas,-115.106519,36.196038,None,1,1,1
1425,Lake Mead @ Belmont (E),North Las Vegas,-115.10632,36.195767,None,1,1,1
1426,Lake Mead @ Betty (E),Clark County,-115.057114,36.196123,None,0,0,1
1427,Lake Mead @ Betty (W),Clark County,-115.05807,36.196344,None,0,0,1
1429,Lake Mead @ North Vista Hospital (E),North Las Vegas,-115.12327,36.195688,None,1,1,1
1430,Lake Mead @ Bruce (W),North Las Vegas,-115.125808,36.195928,None,0,0,1
1431,Lake Mead @ Buffalo (E),Las Vegas,-115.258657,36.195979,None,1,1,1
1432,Lake Mead @ Buffalo (W),Las Vegas,-115.262157,36.196427,None,0,0,1
1433,Lake Mead @ Christy (E),Clark County,-115.051997,36.196116,None,0,0,1
1434,Lake Mead @ Christy (W),Clark County,-115.053265,36.196345,None,0,0,1
1435,Lake Mead @ Civic Center (E),North Las Vegas,-115.115687,36.195739,One Bus,1,1,1
1436,Lake Mead @ Civic Center (W),North Las Vegas,-115.11703,36.195979,None,1,1,1
1437,Lake Mead @ Losee (E),North Las Vegas,-115.142299,36.195639,Turn Lane,1,1,1
1438,Lake Mead @ Comstock (W),North Las Vegas,-115.166113,36.19583,None,0,0,1
1439,Lake Mead @ Stella Lake (E),Las Vegas,-115.16526,36.195597,None,1,1,1
1440,Lake Mead @ Concord (W),Las Vegas,-115.157052,36.195814,None,0,0,1
1441,Lake Mead @ McCarran (E),North Las Vegas,-115.111787,36.195728,None,1,1,1
1444,Lake Mead @ Decatur (E),Las Vegas,-115.205068,36.195418,None,0,0,1
1445,Lake Mead @ Decatur (W),Las Vegas,-115.206758,36.195596,None,1,1,1
1446,Lake Mead @ Dolly (E),Clark County,-115.074307,36.195679,None,0,1,1
1447,Lake Mead @ Dolly (W),Clark County,-115.076177,36.195888,None,0,0,1
1448,Lake Mead @ Englestad (W),North Las Vegas,-115.14848,36.195824,None,1,1,1
1449,Lake Mead @ Glacier (W),Clark County,-115.041014,36.196199,None,0,1,1
1450,Lake Mead @ Harbor Island (W),Las Vegas,-115.279535,36.198266,None,1,1,1
1452,Lake Mead @ Hollywood (W),Clark County,-115.027001,36.195745,None,1,1,1
1454,Lake Mead @ James Bilbray (E),Las Vegas,-115.237139,36.195799,None,1,1,1
1455,Lake Mead @ James Bilbray (W),Las Vegas,-115.238323,36.196046,None,1,1,1
1456,Lake Mead @ Jones (E),Las Vegas,-115.223377,36.195608,None,1,1,1
1457,Lake Mead @ Jones (W),Las Vegas,-115.224601,36.195859,None,1,1,1
1458,Lake Mead @ Las Vegas (E),North Las Vegas,-115.128618,36.195639,One Bus,1,1,1
1459,Lake Mead @ Las Vegas (W),North Las Vegas,-115.129378,36.196018,None,0,1,1
1460,Lake Mead @ Laguna Mist (E),Las Vegas,-115.273779,36.196639,None,0,0,0
1461,Lake Mead @ Laguna Mist (W),Las Vegas,-115.274821,36.196963,None,0,0,0
1462,Lake Mead @ McDaniel (W),North Las Vegas,-115.12337,36.195959,None,1,1,1
1463,Lake Mead @ Lamb (E),Clark County,-115.079619,36.195498,None,1,1,1
1464,Lake Mead @ Lamb (W),Clark County,-115.080727,36.195739,None,1,1,1
1465,Lake Mead @ Lamont (E),Clark County,-115.06582,36.195987,None,0,0,1
1466,Lake Mead @ Lamont (W),Clark County,-115.067637,36.196189,None,0,0,1
1467,Lake Mead @ Leonard (W),Clark County,-115.211148,36.195658,None,0,0,1
1468,Lake Mead @ Lincoln (E),Clark County,-115.084237,36.195509,None,0,0,1
1469,Lake Mead @ Lincoln (W),Clark County,-115.08503,36.195788,None,1,1,1
1470,Lake Mead @ Linn (E),Clark County,-115.047782,36.196115,None,0,0,1
1471,Lake Mead @ Linn (W),Clark County,-115.048684,36.196338,None,0,0,1
1473,Lake Mead @ MLK (E),Las Vegas,-115.1598,36.19557,Turn Lane,1,1,1
1474,Lake Mead @ MLK (W),Las Vegas,-115.16154,36.195855,One Bus,1,1,1
1475,Lake Mead @ Madeline (E),Las Vegas,-115.201498,36.197559,None,0,0,1
1476,Lake Mead @ Madeline (W),Las Vegas,-115.202411,36.197323,None,0,1,1
1477,Lake Mead @ Mariner (E),Las Vegas,-115.264137,36.196699,None,0,1,0
1478,Lake Mead @ Mariner (W),Las Vegas,-115.265568,36.197199,None,1,1,1
1479,Lake Mead @ Marion (E),Clark County,-115.070117,36.195828,None,0,0,1
1480,Lake Mead @ Marion (W),Clark County,-115.071677,36.196049,None,0,1,1
1481,Lake Mead @ McDaniel (W),North Las Vegas,-115.11962,36.195979,None,1,1,1
1482,Lake Mead @ McDaniel (E),North Las Vegas,-115.119727,36.195708,None,1,1,1
1483,Lake Mead @ Michael (W),Las Vegas,-115.215501,36.195721,None,1,1,1
1484,Lake Mead @ Mt. Hood (E),Clark County,-115.034714,36.19579,None,0,0,1
1485,Lake Mead @ Mt Hood (W),Clark County,-115.034496,36.195984,None,1,1,1
1486,Lake Mead @ Nellis (E),Clark County,-115.061625,36.196124,None,1,1,1
1487,Lake Mead @ Nellis (W),Clark County,-115.06275,36.196349,None,1,1,1
1488,Lake Mead @ Nevada Partners (W),North Las Vegas,-115.150165,36.195808,None,1,1,1
1489,Lake Mead @ Palmer (E),North Las Vegas,-115.10236,36.195719,None,1,1,1
1490,Lake Mead @ Brand (W),North Las Vegas,-115.103729,36.196018,None,1,1,1
1491,Lake Mead @ Pecos (E),Clark County,-115.097258,36.195639,None,0,0,1
1492,Lake Mead @ Pecos (W),North Las Vegas,-115.0992,36.195987,One Bus,1,1,1
1493,Lake Mead @ Pueblo Vista (E),Las Vegas,-115.269458,36.196998,None,0,0,0
1494,Lake Mead @ Pueblo Vista (W),Las Vegas,-115.270555,36.197091,None,0,0,0
1495,Lake Mead @ Ivalace (W),Clark County,-115.019407,36.197325,None,1,1,1
1496,Lake Mead @ Radwick (W),Clark County,-115.022238,36.196176,None,1,1,1
1497,Lake Mead @ Rainbow (W),Las Vegas,-115.240536,36.196079,None,1,1,1
1498,Lake Mead @ Rainbow (E),Las Vegas,-115.240899,36.195859,None,0,1,1
1499,Lake Mead @ Rancho (W),Las Vegas,-115.198052,36.19991,None,1,1,1
1500,Lake Mead @ Revere (W),North Las Vegas,-115.153203,36.195804,None,1,1,1
1502,Lake Mead @ Rock Springs (W),Las Vegas,-115.24861,36.196155,None,1,1,1
1503,Lake Mead @ Sandy (E),Clark County,-115.093618,36.195608,None,1,1,1
1504,Lake Mead @ Sandy (W),Clark County,-115.094429,36.195888,None,0,0,1
1505,Lake Mead @ Saylor (E),Las Vegas,-115.219457,36.195557,None,1,1,1
1506,Lake Mead @ Shadow Mtn (E),Las Vegas,-115.215757,36.195498,Turn Lane,1,1,1
1507,Lake Mead @ Shatz (E),Clark County,-115.030333,36.195645,None,1,1,1
1508,Lake Mead @ Shatz (W),Clark County,-115.03021,36.195861,None,0,0,1
1509,Lake Mead @ Sloan (E),Clark County,-115.043499,36.196098,None,0,0,1
1510,Lake Mead @ Sloan (W),Clark County,-115.044628,36.196332,None,1,1,1
1511,Lake Mead @ Summit Hills (E),Las Vegas,-115.170754,36.195663,None,1,1,1
1512,Lake Mead @ Tenaya (E),Las Vegas,-115.250777,36.195948,None,1,1,1
1513,Lake Mead @ Tenaya (W),Las Vegas,-115.252073,36.196183,None,0,1,1
1514,Lake Mead @ Tequesta (E),Clark County,-115.211947,36.195438,None,0,0,1
1517,Lake Mead @ Torrey Pines (E),Las Vegas,-115.232268,36.195739,Turn Lane,1,1,1
1518,Lake Mead @ Torrey Pines (W),Las Vegas,-115.234504,36.196022,Turn Lane,1,1,1
1519,Lake Mead @ Valley (E),Las Vegas,-115.198498,36.199389,None,1,1,1
1520,Lake Mead @ Walnut (E),Clark County,-115.088547,36.195557,None,0,1,1
1521,Lake Mead @ Walnut (W),Clark County,-115.0901,36.195839,None,0,1,1
1523,Lake Mead @ Winwood (W),Las Vegas,-115.220206,36.195799,None,1,1,1
1525,Lake Mead @ Lirio (E),Las Vegas,-115.2294,36.195708,None,1,1,1
1526,Lake Mead @ Ash (E),Henderson,-114.971816,36.049077,None,1,1,1
1529,Lake Mead @ Basic (E),Henderson,-114.994199,36.035909,One Bus,1,1,1
1530,Lake Mead @ Boulder (E),Henderson,-114.980985,36.040121,Turn Lane,1,1,1
1531,Lake Mead @ Shoshone (E),Henderson,-114.966726,36.056588,,1,1,1
1533,Lake Mead @ Cholla (E),Henderson,-114.977385,36.042883,Turn Lane,1,1,1
1536,Lake Mead @ Henderson Prof. Plaza (E),Henderson,-114.991559,36.036247,One Bus,1,0,1
1537,Lake Mead @ Ivy (E),Henderson,-114.97428,36.045886,None,1,1,1
1539,Lake Mead @ Lake Mead Lounge (E),Henderson,-114.969023,36.053191,None,1,1,0
1541,Lake Mead @ Pawnee (E),Henderson,-114.965054,36.059052,None,1,1,1
1545,Lake Mead @ Van Wagenen (E),Henderson,-114.999828,36.035208,None,1,1,1
1547,Lake Mead @ Kingswinford (W),North Las Vegas,-115.170187,36.195847,None,1,1,1
1549,Lamb @ 4720 N Lamb (N),Clark County,-115.079823,36.244806,None,0,0,1
1550,Lamb @ Alexander (N),Clark County,-115.080018,36.233372,None,0,0,1
1551,Lamb @ Alexander (S),Clark County,-115.08031,36.232152,None,0,1,1
1552,Lamb @ Alto (N),Clark County,-115.080036,36.211369,None,0,0,0
1554,Lamb @ William Moore Elementary (S),Las Vegas,-115.080622,36.1692,None,0,1,1
1555,Lamb @ Baltimore (S),Clark County,-115.08317,36.14661,None,0,1,1
1557,Lamb @ Bonanza (N),Las Vegas,-115.08031,36.174045,None,0,0,1
1558,Lamb @ Bonanza (S),Las Vegas,-115.080624,36.172286,Turn Lane,1,1,1
1559,Lamb @ Boston (N),Clark County,-115.082978,36.148723,None,0,0,1
1560,Lamb @ Carey (N),Clark County,-115.08004,36.202626,None,1,1,1
1561,Lamb @ Carey (S),Clark County,-115.080312,36.202404,None,1,1,1
1562,Lamb @ Karen (N),Clark County,-115.082773,36.141214,One Bus,0,1,1
1563,Lamb @ Charleston (N),Las Vegas,-115.080107,36.159647,None,0,2,1
1564,Lamb @ Charleston (S),Clark County,-115.080393,36.158079,None,1,1,1
1565,Lamb @ Cheyenne (N),Clark County,-115.079956,36.218371,None,0,0,1
1566,Lamb @ Cheyenne (S),Clark County,-115.08022,36.217188,None,0,0,0
1567,Lamb @ Cincinatti (N),Clark County,-115.08285,36.145344,None,1,2,1
1568,Lamb @ Colton (N),Clark County,-115.079973,36.222056,None,0,0,1
1569,Lamb @ Colton (S),Clark County,-115.080247,36.221298,None,0,0,1
1571,Lamb @ Craig (N),Clark County,-115.079824,36.241647,One Bus,1,1,1
1572,Lamb @ Craig (S),North Las Vegas,-115.080152,36.239798,None,1,1,1
1573,Lamb @ Diamond Head (N),Las Vegas,-115.080341,36.170582,None,0,1,1
1574,Lamb @ Dobson (S),Clark County,-115.080291,36.229638,None,0,1,1
1576,Lamb @ Faberge (N),Clark County,-115.080018,36.229844,None,0,0,1
1577,Lamb @ Harris (S),Las Vegas,-115.080562,36.176376,None,0,0,1
1578,Lamb @ Judson (N),Clark County,-115.080018,36.198952,Turn Lane,0,0,1
1579,Lamb @ Judson (S),Clark County,-115.080292,36.198741,None,0,0,1
1580,Lamb @ Karen (S),Clark County,-115.083067,36.140259,None,0,1,1
1581,Lamb @ Kell (N),Clark County,-115.079881,36.192416,None,0,0,1
1584,Lamb @ Las Vegas (N),Clark County,-115.079998,36.226378,None,1,1,1
1585,Lamb @ Las Vegas (S),Clark County,-115.080288,36.224523,One Bus,1,1,1
1586,Lamb @ Lake Mead (N),Clark County,-115.08,36.19631,None,1,1,1
1587,Lamb @ Lake Mead (S),Clark County,-115.080278,36.196233,None,0,0,1
1588,Lamb @ Manor Green (S),Las Vegas,-115.080447,36.161617,None,0,1,1
1590,Lamb @ Owens (N),Clark County,-115.079767,36.188933,None,1,1,1
1591,Lamb @ Owens (S),Las Vegas,-115.080064,36.187903,None,0,0,1
1592,Lamb @ Ridgedale (N),Clark County,-115.082833,36.134235,None,1,1,1
1593,Lamb @ Ridgedale (S),Clark County,-115.083117,36.133515,None,1,1,1
1594,Lamb @ Sahara (S),Clark County,-115.08308,36.143884,None,0,1,1
1595,Lamb @ Sherrill (N),Las Vegas,-115.080221,36.162366,None,0,0,1
1596,Lamb @ Stewart (N),Las Vegas,-115.080375,36.167329,None,1,1,1
1597,Lamb @ Stewart (S),Las Vegas,-115.080626,36.165668,None,2,2,1
1599,Lamb @ Tonopah (S),Clark County,-115.080193,36.191068,None,0,0,1
1600,Lamb @ Vegas Valley (N),Clark County,-115.082798,36.137752,None,1,1,1
1601,Lamb @ Vegas Valley (S),Clark County,-115.083069,36.136355,None,1,1,1
1602,Lamb @ Washington (N),Las Vegas,-115.080217,36.181424,None,1,1,1
1603,Lamb @ Washington (S),Las Vegas,-115.080561,36.180276,Turn Lane,1,1,1
1604,Lamb @ Wyoming (N),Clark County,-115.08308,36.152347,None,0,0,1
1605,Lamb @ Wyoming (S),Clark County,-115.083336,36.151354,None,0,0,1
1614,Lone Mountain @ Eaker (W),North Las Vegas,-115.082514,36.247427,None,0,0,1
1618,Lone Mountain @ Rancho (W),Las Vegas,-115.241129,36.247885,None,1,4,1
1623,Los Feliz @ Wayfarer (S),Clark County,-115.017753,36.199315,None,0,0,1
1633,MLK @ Alexander (N),North Las Vegas,-115.161816,36.232463,Turn Lane,1,0,1
1634,MLK @ Alexander (S),North Las Vegas,-115.162118,36.231649,None,1,0,1
1635,MLK @ Alta (N),Las Vegas,-115.160736,36.166582,None,0,1,1
1637,MLK @ Balzar (N),Las Vegas,-115.160662,36.199853,None,0,1,1
1638,MLK @ Balzar (S),Las Vegas,-115.160942,36.198924,None,1,1,1
1639,MLK @ Bonanza (N),Las Vegas,-115.160662,36.178201,None,0,0,1
1640,MLK @ Bonanza (S),Las Vegas,-115.160967,36.176582,None,0,0,1
1641,MLK @ Broad Arrow (N),North Las Vegas,-115.161359,36.222559,None,1,1,1
1642,MLK @ Broad Arrow (S),North Las Vegas,-115.161585,36.22204,None,1,1,1
1643,MLK @ Brooks (N),North Las Vegas,-115.160996,36.214364,None,1,1,1
1644,MLK @ Brooks (S),North Las Vegas,-115.161205,36.212356,None,1,1,1
1645,MLK @ Carey (N),North Las Vegas,-115.160651,36.203956,One Bus,1,1,1
1646,MLK @ Carey (S),Las Vegas,-115.160983,36.201694,One Bus,1,1,1
1649,MLK @ Cheyenne (N),North Las Vegas,-115.161095,36.218724,Turn Lane,1,1,1
1650,MLK @ Cheyenne (S),North Las Vegas,-115.161392,36.217009,None,1,1,1
1651,Camino Al Norte @ Craig (N),North Las Vegas,-115.161833,36.240088,None,1,1,1
1652,MLK @ Craig (S),North Las Vegas,-115.162165,36.238599,Turn Lane,1,1,1
1653,MLK @ Gowan (N),North Las Vegas,-115.161516,36.225403,None,1,1,1
1654,MLK @ Gowan (S),North Las Vegas,-115.161711,36.224191,None,1,1,1
1656,MLK @ Helen (N),North Las Vegas,-115.160761,36.206084,None,0,0,1
1657,MLK @ Helen (S),North Las Vegas,-115.161007,36.20545,None,1,1,1
1658,MLK @ Jimmy (N),Las Vegas,-115.160678,36.193871,None,0,0,1
1659,MLK @ June (N),North Las Vegas,-115.160836,36.208976,None,1,1,1
1660,MLK @ June (S),North Las Vegas,-115.161075,36.208068,None,1,1,1
1661,MLK @ Lake Mead (N),Las Vegas,-115.160636,36.196237,One Bus,1,1,1
1662,MLK @ Lake Mead (S),Las Vegas,-115.160994,36.194696,One Bus,1,1,1
1664,MLK @ Madison (N),Las Vegas,-115.160738,36.184114,None,0,0,1
1665,MLK @ Mineral (N),Las Vegas,-115.160689,36.174172,None,0,1,1
1666,MLK @ U.S. 95 (S),Las Vegas,-115.160948,36.172577,None,1,1,1
1667,MLK @ Owens (N),Las Vegas,-115.160697,36.188983,None,1,1,1
1669,MLK @ Symphony Park (N),Las Vegas,-115.160704,36.172054,None,1,1,1
1670,MLK @ Ramble Ridge (S),North Las Vegas,-115.161984,36.229248,None,1,1,1
1671,MLK @ Rev Wilson (N),North Las Vegas,-115.160919,36.211747,None,0,0,1
1672,MLK @ Metro Plaza (S),Las Vegas,-115.160916,36.169148,None,0,0,1
1674,MLK @ Walker Furniture (N),Las Vegas,-115.160733,36.169353,None,0,1,1
1675,MLK @ Washington (N),Las Vegas,-115.160715,36.181537,Turn Lane,1,1,1
1676,MLK @ Washington (S),Las Vegas,-115.16104,36.179894,One Bus,1,1,1
1677,MLK @ Water Creek (N),North Las Vegas,-115.161691,36.228664,None,1,1,1
1678,MLK @ Wheeler Peak (S),Las Vegas,-115.161001,36.191267,None,0,0,1
1682,Main @ Bonanza (N),Las Vegas,-115.142299,36.17774,None,0,0,1
1683,Main @ Bonanza (S),Las Vegas,-115.143483,36.176277,None,1,1,1
1685,Main @ Bridger (S),Las Vegas,-115.148194,36.169076,Turn Lane,0,1,1
1688,Main @ Charleston (S),Las Vegas,-115.153694,36.158306,None,0,1,1
1694,Main @ Imperial (S),Las Vegas,-115.153971,36.154646,Turn Lane,0,0,1
1695,Main @ Las Vegas (N),Las Vegas,-115.154177,36.149431,None,0,12,1
1700,Main @ Stewart (N),Las Vegas,-115.144439,36.174483,None,0,0,1
1701,Main @ Washington (S),Las Vegas,-115.140848,36.180389,None,1,1,1
1702,Main @ Wyoming (N),Las Vegas,-115.153902,36.152952,None,1,1,1
1703,Main @ Wyoming (S),Las Vegas,-115.154182,36.151842,None,0,1,1
1715,Maryland @ Vegas Valley (S),Clark County,-115.136756,36.1356,None,1,1,1
1718,Maryland @ Bonanza (N),Las Vegas,-115.13041,36.17468,None,1,1,1
1719,Maryland @ Bonanza (S),Las Vegas,-115.13078,36.173617,None,0,1,1
1720,Maryland @ Bonita (N),Las Vegas,-115.136889,36.148993,None,1,1,1
1721,Maryland @ Katie (N),Clark County,-115.137457,36.118524,Turn Lane,1,1,1
1723,13th @ Bridger (N),Las Vegas,-115.132847,36.163197,None,0,0,1
1724,Maryland @ Bridger (S),Las Vegas,-115.134444,36.163231,None,1,1,1
1725,Maryland @ Cashman (N),Las Vegas,-115.127439,36.17809,None,1,1,1
1726,Maryland @ Charleston (N),Las Vegas,-115.136811,36.158141,None,0,1,1
1727,Maryland @ Charleston (S),Las Vegas,-115.137071,36.158173,None,2,2,1
1730,Maryland @ Cottage Grove (S),Clark County,-115.137745,36.110863,None,0,0,1
1732,Maryland @ Desert Inn (S),Clark County,-115.137094,36.128897,None,0,1,1
1733,Maryland @ Flamingo (N),Clark County,-115.137684,36.115406,None,2,4,1
1734,Maryland @ Flamingo (S),Clark County,-115.137937,36.115796,None,2,2,1
1735,Maryland @ Flamingo (S),Clark County,-115.137948,36.113688,None,0,1,1
1736,Maryland @ Franklin (S),Las Vegas,-115.137151,36.154156,None,0,1,1
1737,Maryland @ Franklin (N),Las Vegas,-115.136873,36.15392,None,0,1,1
1738,13th @ Fremont (N),Las Vegas,-115.131116,36.165831,None,0,1,1
1739,Maryland @ Carson (S),Las Vegas,-115.133206,36.165129,None,1,1,1
1740,Maryland @ Hacienda (N),Clark County,-115.136726,36.09396,None,1,1,1
1741,Maryland @ Hacienda (S),Clark County,-115.136984,36.093292,None,1,1,1
1742,Maryland @ Harmon (N),Clark County,-115.137316,36.108627,None,0,0,1
1743,Maryland @ Harmon (S),Clark County,-115.137485,36.107207,None,1,1,1
1746,Maryland @ Karen (S),Clark County,-115.137022,36.139599,None,0,0,1
1747,Maryland @ Katie (N),Clark County,-115.137336,36.12101,None,1,1,1
1748,Maryland @ Katie (S),Clark County,-115.137688,36.11975,None,1,1,1
1749,Maryland @ Karen (N),Clark County,-115.136745,36.141288,None,0,0,1
1752,Maryland @ Mesquite (N),Las Vegas,-115.129719,36.171405,None,0,1,1
1753,Maryland @ Mesquite (S),Las Vegas,-115.130031,36.170666,None,0,1,1
1754,Maryland @ Oakey (N),Las Vegas,-115.136847,36.150734,None,0,1,1
1755,Maryland @ Oakey (S),Las Vegas,-115.137161,36.15068,None,1,2,1
1756,Maryland @ Rawhide (N),Clark County,-115.136731,36.089637,Pocket,1,1,1
1758,Maryland @ Reno (N),Clark County,-115.136724,36.097941,One Bus,1,1,1
1759,Maryland @ Reno (S),Clark County,-115.137019,36.096879,None,1,1,1
1760,Maryland @ Rochelle (N),Clark County,-115.137519,36.111515,None,0,0,1
1762,Maryland @ Sagman (W),Las Vegas,-115.127627,36.178337,Turn Lane,1,1,1
1763,Maryland @ Sahara (N),Las Vegas,-115.1369,36.144903,None,2,2,1
1764,Maryland @ Sahara (S),Clark County,-115.13706,36.143044,Turn Lane,2,2,1
1766,Maryland @ Desert Inn (N),Clark County,-115.136805,36.1291,None,1,1,1
1767,Maryland @ Sierra Vista (S),Clark County,-115.137255,36.126491,None,0,2,1
1768,Maryland @ Sierra Vista (N),Clark County,-115.137009,36.126055,None,1,1,1
1769,Maryland @ St Louis (S),Las Vegas,-115.137168,36.147454,None,0,1,1
1770,13th @ Stewart (N),Las Vegas,-115.129708,36.168532,None,0,0,1
1771,Maryland @ Ogden (S),Las Vegas,-115.131697,36.167427,None,0,1,1
1772,Maryland @ Sunrise Hospital (S),Clark County,-115.137021,36.132388,None,1,1,1
1773,Maryland @ Sunrise Hospital (N),Clark County,-115.136759,36.132146,None,1,1,1
1774,Maryland @ Tropicana (N),Clark County,-115.136732,36.100458,None,0,0,1
1775,Maryland @ Tropicana (S),Clark County,-115.137072,36.099884,One Bus,1,1,1
1776,Maryland @ Twain (N),Clark County,-115.137218,36.122648,None,2,2,1
1777,Maryland @ Twain (S),Clark County,-115.137614,36.12151,Turn Lane,1,1,1
1778,Maryland @ University (N),Clark County,-115.137035,36.104918,None,0,1,1
1779,Maryland @ University (S),Clark County,-115.137225,36.103468,None,1,1,1
1780,Maryland @ Vegas Valley (N),Clark County,-115.136756,36.137826,None,1,1,1
1781,Maryland @ Vegas Valley (S),Clark County,-115.137022,36.136694,None,1,1,1
1783,Maryland @ Wilson (W),Las Vegas,-115.13078,36.176537,None,0,0,0
1785,McCarran International Airport (N),Clark County,-115.147959,36.085359,Two Bus,1,4,1
1788,McLeod @ Desert Inn (N),Clark County,-115.109619,36.13049,None,0,0,1
1789,McLeod @ Holly Hill (S),Las Vegas,-115.109992,36.147153,None,0,0,1
1790,McLeod @ Karen (N),Clark County,-115.10979,36.143117,None,0,1,1
1791,McLeod @ Karen (S),Clark County,-115.109983,36.140154,None,0,1,1
1792,McLeod @ Palora (N),Clark County,-115.109658,36.133169,None,0,0,1
1793,McLeod @ Sahara (N),Las Vegas,-115.10983,36.144739,None,0,0,1
1794,McLeod @ Sahara (S),Clark County,-115.110001,36.143524,None,1,1,1
1795,McLeod @ Scarlet Oak (N),Las Vegas,-115.109837,36.147638,None,0,1,1
1796,McLeod @ Schaffer (S),Clark County,-115.10992,36.132876,None,1,1,1
1797,McLeod @ Vegas Valley (N),Clark County,-115.10977,36.138376,None,0,0,1
1798,McLeod @ Vegas Valley (S),Clark County,-115.109931,36.136666,None,1,1,1
1799,Meadows @ 4500 Meadows (W),Las Vegas,-115.201612,36.170275,None,1,1,1
1800,Meadows @ YMCA (W),Las Vegas,-115.196976,36.17024,None,0,1,1
1801,Meadows @ Decatur (E),Las Vegas,-115.205067,36.169997,None,1,1,1
1819,Tropicana @ Andover (W),Clark County,-115.054369,36.100609,One Bus,2,2,1
1820,Stephanie @ Tropicana (S),Clark County,-115.046389,36.101039,None,0,0,1
1821,Mohawk @ Lake Mead (S),Henderson,-114.96156,36.062159,None,0,0,1
1824,Mountain Vista @ San Rafael (N),Clark County,-115.07307,36.096768,None,0,0,1
1835,Nellis @ Gowan (N),Clark County,-115.06201,36.22661,None,0,0,0
1836,Nellis @ Adobe Springs (S),Las Vegas,-115.062309,36.170627,Turn Lane,1,1,1
1837,Nellis @ Las Vegas (N),Clark County,-115.061998,36.233447,None,0,0,0
1838,Nellis @ Las Vegas (S),Clark County,-115.062338,36.231767,None,0,1,1
1839,Nellis @ Alto (N),Clark County,-115.06207,36.211697,None,0,0,1
1840,Nellis @ Alto (S),Clark County,-115.0624,36.21025,None,0,0,1
1841,Nellis @ Baltimore (N),Clark County,-115.06529,36.147399,None,0,0,1
1842,Nellis @ Baltimore (S),Clark County,-115.06564,36.146748,None,0,0,1
1843,Nellis @ Bel Port (N),Clark County,-115.062062,36.162913,None,1,1,1
1844,Nellis @ Billman (S),Clark County,-115.06439,36.105369,None,1,1,1
1845,Nellis @ Rita (S),Clark County,-115.06418,36.101329,None,1,1,1
1847,Nellis @ Bonanza (N),Clark County,-115.062037,36.174998,None,0,1,1
1848,Nellis @ Bonanza (S),Las Vegas,-115.062303,36.17359,None,1,1,1
1849,Nellis @ Boulder (N),Clark County,-115.064527,36.114277,None,2,2,1
1850,Nellis @ Boulder (S),Clark County,-115.06474,36.11231,None,0,0,1
1851,Nellis @ Las Vegas RV Resort (N),Clark County,-115.06472,36.118468,None,0,0,1
1852,Nellis @ Boulder Manor (S),Clark County,-115.065039,36.118128,None,0,0,1
1853,Nellis @ Carey (N),Clark County,-115.06203,36.20418,None,0,0,1
1854,Nellis @ Carey (S),Clark County,-115.062349,36.202839,None,0,0,0
